Firstname	nconst	tconst	rating	imdbid	id	title	year	directors	writers	averageRating	numVotes	titleType	primaryTitle	originalTitle	isAdult	startYear	endYear	runtimeMinutes	genres	Lastname	birthYear	deathYear	primaryProfession	knownForTitles	name	proportion_male	proportion_female	gender	year_min	year_max
Alan	nm0002887	tt0095882	1	0095882	580	Police Academy 5: Assignment: Miami Beach	1988	nm0002887	nm0411477,nm0698493,nm0193615,nm0087904,nm0704164,nm0790775	4.4	28049	movie	Police Academy 5: Assignment: Miami Beach	Police Academy 5: Assignment: Miami Beach	0	1988	\N	90	Comedy,Crime	Myerson	1940	\N	director,actor,writer	tt0082948,tt0095882,tt0105958,tt0272376	Alan	0.997	0.003	male	1880	1992
Alan	nm0693561	tt1212436	3	1212436	808	Back-up Plan, The	2010	nm0693561	nm1180074	5.3	43840	movie	The Back-up Plan	The Back-up Plan	0	2010	\N	104	Comedy,Romance	Poul	NA	\N	producer,director,actor	tt0248654,tt0103919,tt0096933,tt1870479	Alan	0.997	0.003	male	1880	1992
Alan	nm0001587	tt0067309	3	0067309	6804	Klute	1971	nm0001587	nm0506920,nm5557134	7.2	17562	movie	Klute	Klute	0	1971	\N	114	Crime,Mystery,Thriller	J.	1928	1998	producer,director,writer	tt0107798,tt0100404,tt0074119,tt0084707	Alan	0.997	0.003	male	1880	1992
Alan	nm0582635	tt0110857	1	0110857	1914	Police Academy: Mission to Moscow	1994	nm0582635	nm0411477,nm0698493,nm0205307,nm0158749	3.3	27085	movie	Police Academy: Mission to Moscow	Police Academy: Mission to Moscow	0	1994	\N	83	Comedy,Crime	Metter	1933	\N	director,writer,producer	tt0090685,tt0478712,tt0110857,tt0089208	Alan	0.997	0.003	male	1880	1992
Alan	nm0000570	tt0111001	3	0111001	4112	Road to Wellville, The	1994	nm0000570	nm0102339,nm0000570	5.8	10337	movie	The Road to Wellville	The Road to Wellville	0	1994	\N	118	Comedy,Drama	Parker	1944	\N	director,writer,soundtrack	tt0095647,tt0092563,tt0116250,tt0289992	Alan	0.997	0.003	male	1880	1992
Alan	nm0000570	tt0077928	0	0077928	3419	Midnight Express	1978	nm0000570	nm0000231,nm0370907,nm0388772	7.6	60505	movie	Midnight Express	Midnight Express	0	1978	\N	121	Biography,Crime,Drama	Parker	1944	\N	director,writer,soundtrack	tt0095647,tt0092563,tt0116250,tt0289992	Alan	0.997	0.003	male	1880	1992
Alan	nm0001587	tt0071970	0	0071970	5999	Parallax View, The	1974	nm0001587	nm0318429,nm0783913,nm0801991,nm0001801	7.2	12422	movie	The Parallax View	The Parallax View	0	1974	\N	102	Drama,Thriller	J.	1928	1998	producer,director,writer	tt0107798,tt0100404,tt0074119,tt0084707	Alan	0.997	0.003	male	1880	1992
Alan	nm0851930	tt1981115	3	1981115	4756	Thor: The Dark World	2013	nm0851930	nm1236653,nm1321655,nm1321656,nm0668309,nm0734441,nm0498278,nm1293367,nm0456158,nm1277476	7	472343	movie	Thor: The Dark World	Thor: The Dark World	0	2013	\N	112	Action,Adventure,Sci-Fi	Taylor	NA	\N	director,producer,writer	tt0944947,tt1981115,tt0117284,tt1340138	Alan	0.997	0.003	male	1880	1992
Alan	nm0050332	tt0787523	3	0787523	381	Towelhead	2007	nm0050332	nm0050332,nm1396563	7	10772	movie	Towelhead	Nothing Is Private	0	2007	\N	124	Drama	Ball	1957	\N	producer,writer,miscellaneous	tt0844441,tt0787523,tt0248654,tt0169547	Alan	0.997	0.003	male	1880	1992
Alan	nm0108707	tt0071247	3	0071247	6535	Brief Encounter	1974	nm0108707	nm0100862,nm0002021	5.2	315	tvMovie	Brief Encounter	Brief Encounter	0	1974	\N	103	Drama	Bridges	1927	2013	director,producer,actor	tt0088111,tt0073501,tt0084590,tt0070180	Alan	0.997	0.003	male	1880	1992
Alan	nm0000570	tt0074256	3	0074256	2640	Bugsy Malone	1976	nm0000570	nm0000570	6.9	13549	movie	Bugsy Malone	Bugsy Malone	0	1976	\N	93	Comedy,Crime,Family	Parker	1944	\N	director,writer,soundtrack	tt0095647,tt0092563,tt0116250,tt0289992	Alan	0.997	0.003	male	1880	1992
Alan	nm0001587	tt0100404	1	0100404	5777	Presumed Innocent	1990	nm0001587	nm0878017,nm0682757,nm0001587	6.9	32125	movie	Presumed Innocent	Presumed Innocent	0	1990	\N	127	Mystery,Thriller	J.	1928	1998	producer,director,writer	tt0107798,tt0100404,tt0074119,tt0084707	Alan	0.997	0.003	male	1880	1992
Alan	nm0001587	tt0074119	1	0074119	7183	All the President&#39;s Men	1976	nm0001587	nm0077012,nm0940124,nm0001279	8	83722	movie	All the President's Men	All the President's Men	0	1976	\N	138	Biography,Drama,History	J.	1928	1998	producer,director,writer	tt0107798,tt0100404,tt0074119,tt0084707	Alan	0.997	0.003	male	1880	1992
Alan	nm0582635	tt0090685	1	0090685	4591	Back to School	1986	nm0582635	nm0001098,nm0276248,nm0810948,nm0436950,nm0692332,nm0868242,nm0000601,nm0262414	6.6	23492	movie	Back to School	Back to School	0	1986	\N	96	Comedy,Romance,Sport	Metter	1933	\N	director,writer,producer	tt0090685,tt0478712,tt0110857,tt0089208	Alan	0.997	0.003	male	1880	1992
Alan	nm0001587	tt0107798	3	0107798	7277	Pelican Brief, The	1993	nm0001587	nm0001300,nm0001587	6.6	65102	movie	The Pelican Brief	The Pelican Brief	0	1993	\N	141	Crime,Drama,Mystery	J.	1928	1998	producer,director,writer	tt0107798,tt0100404,tt0074119,tt0084707	Alan	0.997	0.003	male	1880	1992
Albert	nm0000983	tt0101698	3	0101698	4631	Defending Your Life	1991	nm0000983	nm0000983	7.3	14739	movie	Defending Your Life	Defending Your Life	0	1991	\N	112	Comedy,Drama,Fantasy	Brooks	1947	\N	actor,writer,director	tt0075314,tt0780504,tt0266543,tt2277860	Albert	0.9946	0.0054	male	1880	1992
Albert	nm0662032	tt0026939	2	0026939	5913	Riverside Murder, The	1935	nm0662032	nm0421862,nm0824715	6	131	movie	The Riverside Murder	The Riverside Murder	0	1935	\N	64	Crime,Mystery	Parker	1885	1974	director,producer,actor	tt0016654,tt0010103,tt0018113,tt0009608	Albert	0.9946	0.0054	male	1880	1992
Albert	nm0051649	tt0051755	1	0051755	4410	I Bury the Living	1958	nm0051649	nm0307311	6.3	2037	movie	I Bury the Living	I Bury the Living	0	1958	\N	77	Horror	Band	1924	2002	producer,director,writer	tt0104437,tt0076697,tt0051755,tt0093091	Albert	0.9946	0.0054	male	1880	1992
Albert	nm0807236	tt0230746	0	0230746	5072	Searching Ruins on Broadway, Galveston, for Dead Bodies	1900	nm0807236	\N	4.9	139	short	Searching Ruins on Broadway, Galveston, for Dead Bodies	Searching Ruins on Broadway, Galveston, for Dead Bodies	0	1900	\N	1	Documentary,Short	E.	1875	1958	miscellaneous,producer,director	tt0262190,tt0140228,tt0332258,tt0230746	Albert	0.9946	0.0054	male	1880	1992
Albert	nm0536299	tt0087957	3	0087957	4193	Purple Rain	1984	nm0536299	nm0536299,nm0088479	6.5	16408	movie	Purple Rain	Purple Rain	0	1984	\N	111	Drama,Music,Musical	Magnoli	NA	\N	director,writer,editor	tt0087957,tt0116030,tt0090631,tt0108234	Albert	0.9946	0.0054	male	1880	1992
Alberto	nm2910706	tt1828224	3	1828224	4427	La Leyenda de la Llorona	2011	nm2910706	nm1645959,nm2234558,nm2910706,nm1725951	6.2	337	movie	La Leyenda de la Llorona	La Leyenda de la Llorona	0	2011	\N	75	Animation,Family	Rodriguez	NA	\N	director,writer,actor	tt1828224,tt0883625,tt5591458,tt3881410	Alberto	0.9895	0.0105	male	1880	1992
Alec	nm0319266	tt3397918	3	3397918	6875	Harbinger Down	2015	nm0319266	nm0319266	4.5	4464	movie	Harbinger Down	Harbinger Down	0	2015	\N	82	Horror,Sci-Fi	Gillis	1959	\N	special_effects,make_up_department,miscellaneous	tt0104070,tt0120902,tt0216216,tt0120201	Alec	0.9909	0.0091	male	1880	1992
Alejandro	nm0024622	tt1186830	1	1186830	692	Agora	2009	nm0024622	nm0024622,nm0317834	7.2	57932	movie	Agora	Agora	0	2009	\N	127	Adventure,Biography,Drama	Amenábar	1972	\N	writer,director,composer	tt0125659,tt0117883,tt0230600,tt0369702	Alejandro	0.9892	0.0108	male	1880	1992
Alejandro	nm0327944	tt0245712	1	0245712	5792	Amores Perros	2000	nm0327944	nm0037247	8.1	191748	movie	Amores Perros	Amores perros	0	2000	\N	154	Drama,Thriller	G.	1963	\N	producer,director,writer	tt1663202,tt2562232,tt0449467,tt1164999	Alejandro	0.9892	0.0108	male	1880	1992
Alejandro	nm0002159	tt0410297	3	0410297	4856	Lake House, The	2006	nm0002159	nm1430632,nm0453442,nm1022446	6.8	123044	movie	The Lake House	The Lake House	0	2006	\N	99	Drama,Fantasy,Romance	Agresti	1961	\N	director,writer,cinematographer	tt0115773,tt0169364,tt0410297,tt0296915	Alejandro	0.9892	0.0108	male	1880	1992
Alejandro	nm0024622	tt0369702	3	0369702	6923	Sea Inside, The	2004	nm0024622	nm0024622,nm0317834	8	69490	movie	The Sea Inside	Mar adentro	0	2004	\N	125	Biography,Drama,Romance	Amenábar	1972	\N	writer,director,composer	tt0125659,tt0117883,tt0230600,tt0369702	Alejandro	0.9892	0.0108	male	1880	1992
Alejandro	nm0327944	tt1663202	0	1663202	6567	Revenant, The	2015	nm0327944	nm1872664,nm0327944,nm3488559	8	544361	movie	The Revenant	The Revenant	0	2015	\N	156	Adventure,Drama,History	G.	1963	\N	producer,director,writer	tt1663202,tt2562232,tt0449467,tt1164999	Alejandro	0.9892	0.0108	male	1880	1992
Alejandro	nm0024622	tt0125659	1	0125659	6691	Open Your Eyes	1997	nm0024622	nm0024622,nm0317834	7.8	56845	movie	Open Your Eyes	Abre los ojos	0	1997	\N	117	Drama,Mystery,Romance	Amenábar	1972	\N	writer,director,composer	tt0125659,tt0117883,tt0230600,tt0369702	Alejandro	0.9892	0.0108	male	1880	1992
Alejandro	nm0423524	tt0071615	1	0071615	2848	Holy Mountain, The	1973	nm0423524	nm0423524	7.9	27700	movie	The Holy Mountain	La montaña sagrada	0	1973	\N	114	Adventure,Drama,Fantasy	Jodorowsky	1929	\N	writer,actor,director	tt0067866,tt1935156,tt0098253,tt0071615	Alejandro	0.9892	0.0108	male	1880	1992
Alejandro	nm0327944	tt1164999	1	1164999	2059	Biutiful	2010	nm0327944	nm0327944,nm1481172,nm3174584	7.5	75848	movie	Biutiful	Biutiful	0	2010	\N	148	Drama,Romance	G.	1963	\N	producer,director,writer	tt1663202,tt2562232,tt0449467,tt1164999	Alejandro	0.9892	0.0108	male	1880	1992
Alejandro	nm0327944	tt2562232	3	2562232	5911	Birdman	2014	nm0327944	nm0327944,nm1481172,nm5409486,nm3174584,nm0142577	7.8	469781	movie	Birdman or (The Unexpected Virtue of Ignorance)	Birdman or (The Unexpected Virtue of Ignorance)	0	2014	\N	119	Comedy,Drama	G.	1963	\N	producer,director,writer	tt1663202,tt2562232,tt0449467,tt1164999	Alejandro	0.9892	0.0108	male	1880	1992
Alejandro	nm0327944	tt0449467	3	0449467	5925	Babel	2006	nm0327944	nm0037247,nm0327944	7.5	261245	movie	Babel	Babel	0	2006	\N	143	Drama	G.	1963	\N	producer,director,writer	tt1663202,tt2562232,tt0449467,tt1164999	Alejandro	0.9892	0.0108	male	1880	1992
Alejandro	nm1622258	tt0925230	3	0925230	1439	Cocalero	2007	nm1622258	nm1622258	7	238	movie	Cocalero	Cocalero	0	2007	\N	86	Documentary	Landes	NA	\N	producer,director,writer	tt0925230,tt1774531,tt0400005,tt6062774	Alejandro	0.9892	0.0108	male	1880	1992
Alejandro	nm0327944	tt0315733	3	0315733	4845	21 grams	2003	nm0327944	nm0037247	7.7	203220	movie	21 Grams	21 Grams	0	2003	\N	124	Crime,Drama,Thriller	G.	1963	\N	producer,director,writer	tt1663202,tt2562232,tt0449467,tt1164999	Alejandro	0.9892	0.0108	male	1880	1992
Alejandro	nm0024622	tt0230600	3	0230600	856	Others, The	2001	nm0024622	nm0024622	7.6	296108	movie	The Others	The Others	0	2001	\N	101	Horror,Mystery,Thriller	Amenábar	1972	\N	writer,director,composer	tt0125659,tt0117883,tt0230600,tt0369702	Alejandro	0.9892	0.0108	male	1880	1992
Alek	nm0450194	tt0102370	3	0102370	5260	Madonna: Truth or Dare	1991	nm0450194	\N	6.2	7877	movie	Madonna: Truth or Dare	Madonna: Truth or Dare	0	1991	\N	120	Documentary,Music	Keshishian	1964	\N	director,writer,music_department	tt0452643,tt1536048,tt0102370,tt0111732	Alek	0.9876	0.0124	male	1880	1992
Aleksandr	nm0812546	tt1437357	1	1437357	7330	Faust	2011	nm0812546	nm0032685,nm0812546,nm0466190,nm0324473	6.7	4450	movie	Faust	Faust	0	2011	\N	140	Drama,Fantasy,Mystery	Sokurov	1951	\N	director,writer,actor	tt0318034,tt3451720,tt1437357,tt1034427	Aleksandr	1	0	male	1880	1992
Aleksandr	nm0591046	tt3817188	1	3817188	7484	Milyy Khans, dorogoy Pyotr	2015	nm0591046	nm0591046	6.4	139	movie	My Good Hans	Milyy Khans, dorogoy Pyotr	0	2015	\N	110	Drama,War	Mindadze	1949	\N	writer,director,producer	tt0372400,tt0464665,tt1838560,tt3817188	Aleksandr	1	0	male	1880	1992
Aleksandr	nm0812546	tt0439817	0	0439817	1644	Sun, The	2005	nm0812546	nm0032685,nm2542262	7.4	2319	movie	The Sun	Solntse	0	2005	\N	110	Drama,History	Sokurov	1951	\N	director,writer,actor	tt0318034,tt3451720,tt1437357,tt1034427	Aleksandr	1	0	male	1880	1992
Aleksandr	nm0120729	tt0432314	3	0432314	3838	Attack on Leningrad	2009	nm0120729	nm0120729,nm0813068	6.1	4017	movie	Leningrad	Leningrad	0	2009	\N	110	Drama,War	Buravskiy	NA	\N	writer,producer,director	tt0159101,tt0114321,tt0432314,tt3545288	Aleksandr	1	0	male	1880	1992
Alessio	nm0210816	tt0064156	0	0064156	2586	Chastity	1969	nm0210816	nm0095122	5	394	movie	Chastity	Chastity	0	1969	\N	83	Drama,Romance	de	NA	\N	director	tt0064156	Alessio	1	0	male	1880	1992
Alex	nm0001639	tt0448011	1	0448011	354	Knowing	2009	nm0001639	nm0669379,nm1340000,nm0925482	6.2	199641	movie	Knowing	Knowing	0	2009	\N	121	Drama,Mystery,Sci-Fi	Proyas	1963	\N	director,producer,writer	tt0109506,tt0448011,tt0343818,tt0118929	Alex	0.9786	0.0214	male	1880	1992
Alex	nm0005618	tt7608418	3	7608418	7942	A Christmas Prince	2017	nm0005618	nm6912381,nm1405911	5.6	6589	tvMovie	A Christmas Prince	A Christmas Prince	0	2017	\N	92	Comedy,Romance	Zamm	NA	\N	director,miscellaneous,writer	tt0301454,tt7608418,tt2114504	Alex	0.9786	0.0214	male	1880	1992
Alex	nm0476064	tt2345759	2	2345759	7681	Mummy, The	2017	nm0476064	nm0462895,nm0003160,nm0476378,nm3123612,nm0476064,nm0525886	5.5	121149	movie	The Mummy	The Mummy	0	2017	\N	110	Action,Adventure,Fantasy	Kurtzman	1973	\N	producer,writer,miscellaneous	tt0796366,tt0285333,tt1055369,tt2647544	Alex	0.9786	0.0214	male	1880	1992
Alex	nm1731937	tt1630036	3	1630036	5267	Courageous	2011	nm1731937	nm1731937,nm1726854	7	16658	movie	Courageous	Courageous	0	2011	\N	129	Drama	Kendrick	1970	\N	actor,director,writer	tt1630036,tt0425027,tt0805526,tt1129423	Alex	0.9786	0.0214	male	1880	1992
Alex	nm0001639	tt0118929	1	0118929	1855	Dark City	1998	nm0001639	nm0001639,nm0229644,nm0333060	7.7	169419	movie	Dark City	Dark City	0	1998	\N	100	Mystery,Sci-Fi,Thriller	Proyas	1963	\N	director,producer,writer	tt0109506,tt0448011,tt0343818,tt0118929	Alex	0.9786	0.0214	male	1880	1992
Alex	nm0630132	tt0052169	2	0052169	2763	Screaming Skull, The	1958	nm0630132	nm0460711	3.4	2576	movie	The Screaming Skull	The Screaming Skull	0	1958	\N	68	Horror,Thriller	Nicol	1916	2001	actor,director,producer	tt0048667,tt0047067,tt0048342,tt0052169	Alex	0.9786	0.0214	male	1880	1992
Alex	nm0829925	tt0307351	3	0307351	2510	Prey for Rock &amp; Roll	2003	nm0829925	nm1118858,nm1120024	6.2	1808	movie	Prey for Rock & Roll	Prey for Rock & Roll	0	2003	\N	104	Drama,Music	Steyermark	NA	\N	music_department,director,editor	tt0119345,tt0104797,tt0133751,tt0097216	Alex	0.9786	0.0214	male	1880	1992
Alex	nm0476064	tt1716777	3	1716777	3386	People Like Us	2012	nm0476064	nm0476064,nm0649460,nm0483192	7.1	37203	movie	People Like Us	People Like Us	0	2012	\N	114	Comedy,Drama	Kurtzman	1973	\N	producer,writer,miscellaneous	tt0796366,tt0285333,tt1055369,tt2647544	Alex	0.9786	0.0214	male	1880	1992
Alex	nm0001639	tt0343818	1	0343818	37	I, Robot	2004	nm0001639	nm0899113,nm0326040,nm0001920	7.1	432812	movie	I, Robot	I, Robot	0	2004	\N	115	Action,Crime,Drama	Proyas	1963	\N	director,producer,writer	tt0109506,tt0448011,tt0343818,tt0118929	Alex	0.9786	0.0214	male	1880	1992
Alex	nm1642796	tt0804529	0	0804529	6688	Sleep Dealer	2008	nm1642796	nm1642796,nm0726935	5.9	5984	movie	Sleep Dealer	Sleep Dealer	0	2008	\N	90	Drama,Romance,Sci-Fi	Rivera	NA	\N	director,writer,editor	tt0410589,tt6264122,tt0804529,tt6885114	Alex	0.9786	0.0214	male	1880	1992
Alex	nm0007182	tt0087995	2	0087995	4355	Repo Man	1984	nm0007182	nm0007182	6.9	28294	movie	Repo Man	Repo Man	0	1984	\N	92	Comedy,Crime,Sci-Fi	Cox	1954	\N	actor,director,writer	tt0251723,tt0091954,tt0087995,tt0120669	Alex	0.9786	0.0214	male	1880	1992
Alex	nm0307497	tt0470752	1	0470752	6084	Ex Machina	2015	nm0307497	nm0307497	7.7	371176	movie	Ex Machina	Ex Machina	0	2014	\N	108	Drama,Mystery,Sci-Fi	Garland	1970	\N	writer,producer,director	tt0470752,tt1334260,tt0448134,tt0289043	Alex	0.9786	0.0214	male	1880	1992
Alex	nm0001639	tt0109506	3	0109506	3820	Crow, The	1994	nm0001639	nm0639335,nm0775017,nm0794326	7.6	147194	movie	The Crow	The Crow	0	1994	\N	102	Action,Drama,Fantasy	Proyas	1963	\N	director,producer,writer	tt0109506,tt0448011,tt0343818,tt0118929	Alex	0.9786	0.0214	male	1880	1992
Alexander	nm0668247	tt0257360	1	0257360	3060	About Schmidt	2002	nm0668247	nm1095201,nm0668247,nm0852591	7.2	113310	movie	About Schmidt	About Schmidt	0	2002	\N	125	Comedy,Drama	Payne	1961	\N	producer,director,writer	tt0375063,tt0126886,tt1821549,tt1033575	Alexander	0.9883	0.0117	male	1880	1992
Alexander	nm0668247	tt0375063	3	0375063	2249	Sideways	2004	nm0668247	nm0681914,nm0668247,nm0852591	7.5	161232	movie	Sideways	Sideways	0	2004	\N	126	Comedy,Drama,Romance	Payne	1961	\N	producer,director,writer	tt0375063,tt0126886,tt1821549,tt1033575	Alexander	0.9883	0.0117	male	1880	1992
Alexander	nm0533241	tt0048281	3	0048281	1827	Ladykillers, The	1955	nm0533241	nm0741740,nm1057756	7.8	22555	movie	The Ladykillers	The Ladykillers	0	1955	\N	91	Comedy,Crime	Mackendrick	1912	1993	writer,director,art_department	tt0048281,tt0044876,tt0051036,tt0047085	Alexander	0.9883	0.0117	male	1880	1992
Alexander	nm0466099	tt0024473	1	0024473	1248	Private Life of Henry VIII., The	1933	nm0466099	nm0083742,nm0934497	7.2	2934	movie	The Private Life of Henry VIII.	The Private Life of Henry VIII.	0	1933	\N	97	Biography,Comedy,Drama	Korda	1893	1956	producer,director,miscellaneous	tt0034272,tt0028167,tt0024473,tt0037980	Alexander	0.9883	0.0117	male	1880	1992
Alexander	nm0668247	tt1821549	3	1821549	4658	Nebraska	2013	nm0668247	nm1504572	7.7	99736	movie	Nebraska	Nebraska	0	2013	\N	115	Adventure,Comedy,Drama	Payne	1961	\N	producer,director,writer	tt0375063,tt0126886,tt1821549,tt1033575	Alexander	0.9883	0.0117	male	1880	1992
Alexander	nm0533241	tt0051036	1	0051036	2301	Sweet Smell of Success	1957	nm0533241	nm0644048,nm0499626,nm0533241	8.2	22360	movie	Sweet Smell of Success	Sweet Smell of Success	0	1957	\N	96	Drama,Film-Noir	Mackendrick	1912	1993	writer,director,art_department	tt0048281,tt0044876,tt0051036,tt0047085	Alexander	0.9883	0.0117	male	1880	1992
Alexander	nm0936838	tt0318627	3	0318627	281	Resident Evil: Apocalypse	2004	nm0936838	nm0027271	6.2	167223	movie	Resident Evil: Apocalypse	Resident Evil: Apocalypse	0	2004	\N	94	Action,Horror,Sci-Fi	Witt	NA	\N	camera_department,assistant_director,director	tt0117998,tt0318627,tt0287978,tt0258463	Alexander	0.9883	0.0117	male	1880	1992
Alexander	nm0668247	tt0126886	3	0126886	867	Election	1999	nm0668247	nm0674909,nm0668247,nm0852591	7.3	79023	movie	Election	Election	0	1999	\N	103	Comedy,Drama,Romance	Payne	1961	\N	producer,director,writer	tt0375063,tt0126886,tt1821549,tt1033575	Alexander	0.9883	0.0117	male	1880	1992
Alexandra	nm0464934	tt1555440	3	1555440	7633	Girltrash: All Night Long	2014	nm0464934	nm1286340	6.5	978	movie	Girltrash: All Night Long	Girltrash: All Night Long	0	2014	\N	86	Comedy,Crime,Drama	Kondracke	NA	\N	writer,producer,camera_department	tt6197482,tt0330251,tt0228416,tt0485158	Alexandra	0.0065	0.9935	female	1880	1992
Alexandre	nm0734319	tt1381413	1	1381413	4530	Pete Smalls Is Dead	2010	nm0734319	nm0170462,nm0734319	5.1	1008	movie	Pete Smalls Is Dead	Pete Smalls Is Dead	0	2010	\N	95	Comedy,Crime	Rockwell	NA	\N	director,writer,producer	tt0276744,tt0113101,tt0104503,tt1381413	Alexandre	0.9409	0.0591	male	1880	1992
Alexandre	nm0014960	tt0338095	3	0338095	5819	High Tension	2003	nm0014960	nm0014960,nm0505183	6.8	59520	movie	High Tension	Haute tension	0	2003	\N	91	Crime,Drama,Horror	Aja	1978	\N	producer,director,writer	tt0338095,tt0454841,tt0464154,tt0790686	Alexandre	0.9409	0.0591	male	1880	1992
Alexandre	nm0014960	tt0790686	1	0790686	5205	Mirrors	2008	nm0014960	nm0014960,nm0505183,nm1193005	6.2	92853	movie	Mirrors	Mirrors	0	2008	\N	110	Horror,Mystery	Aja	1978	\N	producer,director,writer	tt0338095,tt0454841,tt0464154,tt0790686	Alexandre	0.9409	0.0591	male	1880	1992
Alexandre	nm0014960	tt3991412	1	3991412	7719	9th Life of Louis Drax, The	2016	nm0014960	nm2542577,nm1540404	6.3	9879	movie	The 9th Life of Louis Drax	The 9th Life of Louis Drax	0	2016	\N	108	Mystery,Thriller	Aja	1978	\N	producer,director,writer	tt0338095,tt0454841,tt0464154,tt0790686	Alexandre	0.9409	0.0591	male	1880	1992
Alexandre	nm1594248	tt0406709	0	0406709	5430	Dies irae	2003	nm1594248	nm1594248	8.3	408	short	Dies irae	Dies irae	0	2003	\N	14	Comedy,Short	Astier	1974	\N	writer,actor,composer	tt3759416,tt1921068,tt0406709,tt0441059	Alexandre	0.9409	0.0591	male	1880	1992
Alexandre	nm0014960	tt0454841	3	0454841	7088	Hills Have Eyes, The	2006	nm0014960	nm0000127,nm0014960,nm0505183	6.4	141478	movie	The Hills Have Eyes	The Hills Have Eyes	0	2006	\N	107	Horror	Aja	1978	\N	producer,director,writer	tt0338095,tt0454841,tt0464154,tt0790686	Alexandre	0.9409	0.0591	male	1880	1992
Alf	nm0803549	tt0036914	0	0036914	2045	Torment	1944	nm0803549	nm0000005	7.4	2646	movie	Torment	Hets	0	1944	\N	101	Drama,Romance	Sjöberg	1903	1980	director,writer,actor	tt0038647,tt0036914,tt0043567,tt0061227	Alf	1	0	male	1880	1992
Alfonso	nm0190859	tt1454468	0	1454468	4655	Gravity	2013	nm0190859	nm0190859,nm0190861,nm0000123	7.8	653506	movie	Gravity	Gravity	0	2013	\N	91	Drama,Sci-Fi,Thriller	Cuarón	1961	\N	writer,producer,director	tt0245574,tt0206634,tt0304141,tt1454468	Alfonso	0.9963	0.0037	male	1880	1992
Alfonso	nm0190859	tt0245574	0	0245574	836	Y tu mama tambien	2001	nm0190859	nm0190860,nm0190859	7.7	99221	movie	Y Tu Mamá También	Y tu mamá también	0	2001	\N	106	Adventure,Comedy,Drama	Cuarón	1961	\N	writer,producer,director	tt0245574,tt0206634,tt0304141,tt1454468	Alfonso	0.9963	0.0037	male	1880	1992
Alfonso	nm0190859	tt0119223	1	0119223	7635	Great Expectations	1998	nm0190859	nm0002042,nm0322248	6.8	45855	movie	Great Expectations	Great Expectations	0	1998	\N	111	Drama,Romance	Cuarón	1961	\N	writer,producer,director	tt0245574,tt0206634,tt0304141,tt1454468	Alfonso	0.9963	0.0037	male	1880	1992
Alfonso	nm0190859	tt0113670	3	0113670	1435	A little princess	1995	nm0190859	nm0122364,nm0481418,nm0151358	7.7	27392	movie	A Little Princess	A Little Princess	0	1995	\N	97	Drama,Family,Fantasy	Cuarón	1961	\N	writer,producer,director	tt0245574,tt0206634,tt0304141,tt1454468	Alfonso	0.9963	0.0037	male	1880	1992
Alfonso	nm0190859	tt0206634	3	0206634	332	Children of Men	2006	nm0190859	nm0190859,nm0786694,nm0033153,nm1318843,nm1319757,nm0416807	7.9	398982	movie	Children of Men	Children of Men	0	2006	\N	109	Drama,Sci-Fi,Thriller	Cuarón	1961	\N	writer,producer,director	tt0245574,tt0206634,tt0304141,tt1454468	Alfonso	0.9963	0.0037	male	1880	1992
